,,,"Collection in progress by Jeremy Pressman (@djpressman, U of Connecticut) and Erica Chenoweth (@EricaChenoweth, U of Denver). ",,,,,,
,,,"With thanks to Rivera Sun, Sarah Syverson, & many others for assistance compiling sources.",,,,,,
,,,"To submit additional information, please use this form: https://goo.gl/forms/PmLax1SUfUnQ0ftd2",,,,,,
,,,,,,,,,
,State/Territory,Country,Estimate1 (low),Estimate2 (high),Estimate3,Not 1/21,Source1,Source2,Source3
"Indianapolis, IN",IN,US,"4,000","10,000",,,https://twitter.com/rafkhach/status/822930702643720193,https://twitter.com/rafkhach/status/822930702643720193,
"Inverness, CA",CA,US,5,5,,,FB,,
"Iowa City, IA",IA,US,"1,000","1,000",,,http://www.desmoinesregister.com/story/news/2017/01/21/nearly-1000-people-join-womens-march-iowa-city/96889784/,,
Issaquah,WA,US,56,56,,,FB,,
"Ithaca, NY",NY,US,"10,000","10,000",,,https://twitter.com/cornellsun/status/822868186672537602,,
"Jackson, NH",NH,US,300,300,,,https://twitter.com/ConwayDailySun/status/822886300013490180,,
"Jackson, MS",MS,US,750,5000,,,https://twitter.com/FBrownWilliams/status/823037789113565184,https://twitter.com/nlanderson/status/822929767318093824,
"Jackson Hole, WY",WY,US,"1,000","1,000",,,http://planetjh.com/2017/01/21/in-pictures-the-womens-march-on-jackson/,,
"Jacksonville, FL",FL,US,"2,000","3,000",,,http://jacksonville.com/metro/2017-01-09/local-marchers-show-solidarity-national-women-s-protest,,
"Jerome, AZ",AZ,US,85,100,,,onsite headcount via google form,,
"Jonesborough, TN",TN,US,1000,1000,,,http://www.johnsoncitypress.com/gallery/Women-s-March-in-Jonesborough-GALLERY,,
"Joseph, OR",OR,US,310,310,,,FB,,
"June Lake, CA",CA,US,,,,,,,
"Juneau, AK",AK,US,1000,1000,,,http://juneauempire.com/slideshow/news/2017-01-21/slideshow-juneau-marches-force#slide-1,,
"Kalamazoo, MI","MI
",US,"1,000","1,000",,,http://www.mlive.com/news/kalamazoo/index.ssf/2017/01/more_than_1000_people_march_in.html,,
"Kanab, UT",UT,US,175,175,,,FB,,
"Kansas City, MO",MO,US,"10,000","10,000",,,FB,,
"Kauai, HI",HI,US,,,,,see Lihue,,
Kaunakakai (Molokai),HI,US,200,200,,,eyewitness account,,
"Kawaihae, HI",HI,US,50,50,,,http://bigislandnow.com/2017/01/21/na-wahine-for-womens-rights-march-on-the-water/,,
"Keene, NH",NH,US,300,300,,,http://www.sentinelsource.com/news/local/area-march-draws-crowd-of-more-than/article_7de8951d-180d-5791-b3ba-c1e623115227.html,,
"Kennebunk, ME",ME,US,400,700,,,"eyewitness acct
",FB,
"Kent, CT",CT,US,180,180,,,https://twitter.com/jahansell/status/823009339174780928,,
"Kent, OH",OH,US,100,100,,,https://twitter.com/KabirBhatiaTime/status/822899486171234305,,
"Ketchikan, AK",AK,US,150,200,,,https://twitter.com/polarscribe/status/822999640291184640,,
"Ketchum, ID",ID,US,"1,150","1,150",,,http://www.kmvt.com/content/news/More-than-1000-people-march-for-womens-rights-in-Ketchum-411436945.html,,
"Key West, FL",FL,US,"3,200","3,200",,,http://wlrn.org/post/thousands-march-key-west-sea-sea,,
"Killington, VT",VT,US,51,112,,,onsite eyewitness did headcount per google form,,
"King's Beach, CA",CA,US,500,800,,,https://www.facebook.com/events/162590090881293/permalink/197233190750316/,,
"Kingston, WA",WA,US,60,60,,,http://www.kitsapdailynews.com/news/group-engages-in-civil-informationing-in-support-of-womens-march/,,
"Klamath Falls, Oregon",OR,US,300,300,,,https://twitter.com/dawnalbright/status/823006341987827713,,
"Knoxville, TN",TN,US,"2,000","2,000",,,FB,,
"Kodiak, AK",AK,US,335,400,,,onsite eyewitness did signature count for 335 per google form; many did not sign in,https://www.facebook.com/events/1327893173936976/?active_tab=discussion,
"Kona, HI",HI,US,"3,000","3,500",,,Big Island Video News,https://twitter.com/OccupyDisabled/status/823046051867131905,http://www.westhawaiitoday.com/news/local-news/women-s-march-draws-massive-crowd-kona
"Kotzebue, AK",AK,US,35,36,,,FB photo w headcount per google form,https://jackpineradicals.com/boards/topic/womens-march-in-kotzebue-alaska/,
"La Crosse, WI",WI,US,76,100,100,,FB group,report via google form,
"La Grande, OR",OR,US,104,250,,,FB group,"report via google form, citing La Grande Observer",
"Lafayette, CO",CO,US,66,112,,,FB group,eyewitness via google form with photos + headcount,
"Lafayette, IN",IN,US,800,"1,000",,,http://www.jconline.com/story/news/2017/01/21/lafayette-womens-march-turns-out-800/96790444/,FB,
"Laguna Beach, CA",CA,US,"3,500","3,500",,,FB,,
"Lakeside, OH",OH,US,300,300,,,http://www.sanduskyregister.com/story/201701210015,,
"Lakeville, CT",CT,US,85,100,,,eyewitness,,
"Lancaster, NH",NH,US,400,400,,,FB,,
"Lancaster, PA",PA,US,100,100,,,http://lancasteronline.com/news/local/hundreds-rally-in-penn-square-for-women-s-rights/article_5dcec858-dfe5-11e6-b8fe-4368bfd596b1.html,,
"Lander, WY",WY,US,350,350,,,https://twitter.com/thecarie/status/823042373030547456,,
"Langley, WA",WA,US,"1,300","1,300",,,FB,,
"Lansing, MI",MI,US,"10,000","10,000",,,https://twitter.com/MIRSnews/status/822939639774400514,https://twitter.com/MIRSnews/status/822876306685693952,
"Laramie, WY",WY,US,,,,,,,
"Las Cruces, NM",NM,US,100,100,,,http://www.kvia.com/news/top-stories/hundreds-gather-in-downtown-el-paso-for-womens-march/284730114,,
"Las Vegas, NV",NV,US,5000,"15,000",,,https://thenevadaindependent.com/article/thousands-expected-protest-trump-reno-las-vegas,https://thenevadaindependent.com/article/thousands-expected-protest-trump-reno-las-vegas,
"Las Vegas, NM",NM,US,50,50,,,FB,,
"Leonia, NJ",NJ,US,100,100,,,http://www.northjersey.com/story/news/local/2017/01/21/local-womens-marches-draw-far-larger-crowds-than-expected/96778300/,,
"Lexington, KY",KY,US,5000,5000,,,https://twitter.com/lexkypolice/status/822907799084683264,,
"Lewis, NY",NY,US,147,325,,,https://www.facebook.com/events/244926602586263/,eyewitness onsite via google form,
"Lewisburg, PA",PA,US,150,200,,,FB (people on site),,
Lihue (Kauai) HI,HI,US,"1,500","1,500",,,http://thegardenisland.com/news/local/attend-sign-waving-event-support-women-s-march-on-washington/article_d7188a0b-7d09-5afe-9c33-0f2e80244eda.html,,
"Lilly, PA",PA,US,4,4,,,FB,,
"Lincoln, NE",NE,US,"3,000","4,000",,,http://journalstar.com/news/local/thousands-show-up-to-support-women-s-march-on-lincoln/article_2e87f297-d977-504f-b240-0f9946a37c68.html,,
"Little Rock, AR",AR,US,"7,000","7,000",,,http://www.arkansasonline.com/news/2017/jan/21/hundreds-march-street-state-capitol-downtown-littl/?news-arkansas,,
"Logan, UT",UT,US,50,50,,,http://news.hjnews.com/allaccess/a-human-statement-valley-women-join-d-c-march-small/article_76777608-33e0-5853-8fe7-a97309cfe441.html,,
"Los Angeles, CA",CA,US,"200,000","750,000",,,http://www.latimes.com/local/lanow/la-me-womens-march-los-angeles-20170121-story.html,http://www.nbclosangeles.com/news/local/Thousands-Womens-March-Los-Angeles-411409495.html,
"Lompoc, CA",CA,US,100,100,,,http://www.ksby.com/story/34315680/womens-march-on-lompoc,http://lompocrecord.com/news/local/the-people-united-large-crowds-rally-against-hate-in-women/article_d5a60522-0df4-5ccb-996d-06b94a927a1b.h,
"Longview, WA",WA,US,200,200,,,http://tdn.com/news/local/longview-women-s-march-draws-around-people/article_824ee3c7-2905-5688-a146-148ce860874e.html,,
"Longville, MN",MN,US,67,67,,,https://twitter.com/curatress/status/822996713979912192,https://www.facebook.com/events/337150970017113/permalink/342627902802753/,https://www.mprnews.org/story/2017/01/21/photos-around-minnesota-women-and-men-march-for-womens-rights
"Louisville, KY",KY,US,"5,000","5,000",,,http://www.courier-journal.com/story/news/politics/2017/01/21/local-activists-call-social-justice/96676446/,,
"Loup City, NE",NE,US,100,150,,,http://www.nbcneb.com/content/news/March-for-equality-takes-place-in-central-Nebraska-411432745.html,on site source via FB,
"Lubbock, TX",TX,US,350,350,,,http://lubbockonline.com/local/2017-01-21/hundreds-protest-lubbock-women-s-march,,
"Lubec, ME",ME,US,95,95,,,FB,,
"Mt. Shasta, CA",CA,US,400,400,,,http://www.mtshastanews.com/photogallery/CA/20170121/PHOTOGALLERY/121009998/PH/1,,
"Mt. Laurel, NJ",NJ,US,20,20,,,https://twitter.com/KaraLogan21/status/823293332520632320,,
"Madison, WI",WI,US,"75,000","100,000",,,http://www.channel3000.com/news/mpd/284567959,,
"Mankato, MN",MN,US,50,50,,,http://www.mprnews.org/story/2017/01/21/photos-around-minnesota-women-and-men-march-for-womens-rights,,
"Marfa, TX",TX,US,76,76,,,Twitter,,
"Martha's Vineyard, MA",MA,US,100,100,,,http://www.mvtimes.com/2017/01/21/photos-womens-march-five-corners/,,
"Marquette, MI",MI,US,200,800,,,http://www.miningjournal.net/uncategorized/2017/01/hundreds-rally-for-womens-march-in-marquette/,http://www.uppermichiganssource.com/content/news/Marquette-Womens-March-draws-hundreds-of-supporters-411440915.html,
"Marquette, WI",WI,US,200,300,,,FB,,
"Maryville, IL",IL,US,40,50,,,https://twitter.com/Pretty_pittie/status/823328254014668800,,
"Kahului, Maui, HI",HI,US,"1,500",2000,,,http://mauitime.com/news/politics/photos-of-todays-womens-march-on-maui/,http://www.latimes.com/nation/la-na-pol-womens-march-live-who-started-the-march-one-1485033621-htmlstory.html,http://www.mauinews.com/page/content.detail/id/646055/
"Mayaguez, PR",PR,US,,,,,,,
"McMinnville, OR",OR,US,700,700,,,FB,Twitter,https://www.facebook.com/events/232307553886613/233443847106317/?notif_t=like&notif_id=1484980361131828
"Melbourne/Brevard County, FL",FL,US,500,500,,,FB,,
"Memphis, TN",TN,US,"3,000","9,000",,,https://t.co/unaoHXpGUT,http://wreg.com/2017/01/21/thousands-protest-downtown-for-memphis-womens-march/,
"Menomonie, WI",WI,US,200,200,,,https://twitter.com/trayf/status/823044387668193280,http://www.weau.com/content/news/Hundreds-march-in-Eau-Claire-to-support-Womens-March-411425375.html,
"Mentone, AL",AL,US,50,50,,,FB,,
"Merrill, MI",MI,US,,,,,,,
"Miami, FL",FL,US,"10,000","10,000",,,http://www.miamiherald.com/news/local/community/miami-dade/article127925999.html,,
"Miami Beach, FL",FL,US,,,,,,,
"Midland, MI",MI,US,400,400,,,http://www.mlive.com/news/saginaw/index.ssf/2017/01/midland_march.html,,
"Midland, TX",TX,US,50,50,,,cbs 7 midland,,
"Miles City, MT",MT,US,,,,,,,
"Milhelm, PA",PA,US,50,50,,,FB,,
"Milwaukee, WI",WI,US,"1,000","1,000",,,http://www.cbs58.com/story/34314179/hundreds-hit-the-streets-of-milwaukee-for-womens-march-on-washington,,
"Minneapolis, MN",MN,US,,,,,"See St Paul, MN (also see 1/20)",,
"Minocqua, WI",WI,US,300,300,,,FB,,
"Minturn, CO",CO,US,6,6,,,FB,,
"Missoula, MT",MT,US,80,110,,,http://www.kpax.com/story/34315123/womens-march-takes-to-montanas-capitol-with-huge-crowd,eyewitness onsite via google form,
"Moab, UT",UT,US,200,200,,,https://twitter.com/mmrj_tweet/status/822963369577615360,,
"Mobile, AL",AL,US,900,"1,000",,,FB (report from on site),http://wkrg.com/2017/01/21/womens-march-mobile-draws-hundreds-of-men-and-women/,
"Modesto, CA",CA,US,900,900,,,http://www.modbee.com/news/article128034159.html,http://www.modbee.com/news/article128034159.html,
"Mooresville, NC",NC,US,70,70,,,http://www.mooresvilletribune.com/news/marching-to-make-a-point/article_f3388eee-e02e-11e6-a716-fb8d63c948f4.html,,
Monhegan Island,ME,US,22,22,,,email,,
"Montpelier, VT",VT,US,"15,000","20,000",,,http://www.burlingtonfreepress.com/story/news/2017/01/21/montpelier-womens-march-draws-7000/96888920/,http://www.burlingtonfreepress.com/story/news/2017/01/21/montpelier-womens-march-draws-7000/96888920/,
"Monterey Bay, CA",CA,US,,,,,"See Seaside, CA",,
"Morganton, NC",NC,US,500,500,,,http://www.morganton.com/townnews/politics/a-call-for-equality-demonstrators-converge-on-downtown-in-support/article_250317d0-e018-11e6-97d8-5fd6a7377b4b.html#utm_source=morganton.com&utm_campaign=%2Fnewsletter%2Fbreaking%2F&utm_medium=email&utm_content=image,,
"Morris, MN",MN,US,250,250,,,Morris Tribune,,
"Moscow, ID",ID,US,"2,500","2,500",,,https://www.facebook.com/events/667336173434890/,,
"Mount Vernon, OH",OH,US,20,30,,,via email (JP),via email (JP),
"Mount Vernon, WA",WA,US,200,200,,,https://www.goskagit.com/news/young-and-old-take-on-downtown-mount-vernon-for-women/article_d216fe5e-24a5-5606-9e21-706c1db3ff2f.html/#utm_source=goskagit.com&utm_campaign=related-by-section&utm_medium=direct&utm_term=young%20and%20old%20take%20on%20downtown%20mount%20vernon%20for%20women%27s%20march,,
"Murfreesboro, TN",TN,US,,,,,,,
"Murray, KY",KY,US,700,700,,,http://wkms.org/post/hundreds-join-march-equality-and-social-justice-murray,,
"Nacogdoches, TX",TX,US,200,300,,,FB,,
"Nantucket, MA",MA,US,400,400,,,http://www.ack.net/news/20170121/your-nantucket-womens-march-photos-wanted,,
"Napa, CA",CA,US,"3,000","3,000",,,http://napavalleyregister.com/news/local/napa-women-s-march-spreads-message-of-love-hope-solidarity/article_53aae273-59e4-5b49-ab51-3e4a13a6e729.html,,
"Naples, FL",FL,US,"2,500","5,000",,,http://www.nbc-2.com/story/34313013/womens-march-on-dc-echoed-in-naples,https://twitter.com/naplesmarcher/status/823160182079426560,
"Nashville, TN",TN,US,"15,000","20,000",,,https://twitter.com/Killingcrawdads/status/822924062213210112,https://twitter.com/Killingcrawdads/status/822924062213210112,
"Nevada City, CA",CA,US,100,100,,,http://www.theunion.com/news/local-news/group-gathering-in-nevada-city-in-support-of-marchers-worldwide/,,
"New Bern, NC",NC,US,300,600,,,https://twitter.com/UncleIllya/status/823023824253964288,,
"New Haven, CT",CT,US,200,200,,,http://www.newhavenindependent.org/index.php/archives/entry/local_march/,,
"New Orleans, LA",LA,US,"10,000","10,000",,,http://www.theadvocate.com/new_orleans/news/article_b6a63598-e002-11e6-9066-575bd82cb3da.html,,
"New Smyrna Beach, FL",FL,US,"1,000","1,000",,,http://www.news-journalonline.com/news/20170121/signs-of-solidarity-women-take-part-locally-in-two-sister-marches,,
"New York, NY",NY,US,"400,000","500,000",,,https://twitter.com/amNewYork/status/822978182315999233,,Women's March NYC FB page
"Newark, DE",DE,US,"1,200","1,200",,,https://twitter.com/Happy_Dem/status/822998092941291521,,
"Newark, NJ",NJ,US,"1,000","1,000",,,FB,,
"Newport, OR",OR,US,"1,500","1,500",,,http://www.newportnewstimes.com/v2_news_articles.php?heading=0&story_id=54234&page=86,,
"Nome, AK",AK,US,100,100,,,https://twitter.com/frostlaur/status/822937152526827521,,
"Norfolk, VA",VA,US,"2,000","2,000",,,http://pilotonline.com/news/local/sister-marches-draw-thousands-to-downtown-norfolk-to-support-women/article_491f897c-2be6-5968-9f8a-2df7250a0184.html,,
"Northampton, MA",MA,US,"1,000","2,500",,,http://www.gazettenet.com/Northampton-Women-s-March-7616557,https://www.facebook.com/NorthamptonMAPD/?fref=ts,http://wwlp.com/2017/01/21/western-massachusetts-residents-march-in-solidarity-with-d-c-protesters/
"Oakhurst, CA",CA,US,200,200,,,http://www.fresnobee.com/news/local/article128014199.html,,
"Oakland, CA",CA,US,"60,000","100,000",,,@oaklandpoliceca,http://www.eastbaytimes.com/2017/01/21/womens-march-huge-bay-area-turnout-as-california-resistance-takes-hold/,
"Oak Ridge, TN",TN,US,450,550,,,onsite eyewitness (estimated based on # buttons/flyers distributed),,
"Ocala, FL",FL,US,100,200,,,https://www.youtube.com/watch?v=Yu7OYoX1Xqs,eyewitness onsite via google form,
"Ocean City, MD",MD,US,100,100,,,http://www.wmdt.com/news/maryland/hundreds-show-their-support-in-ocs-womens-march/284828523,,
Ocean Shores,WA,US,120,120,,,FB,,
"Ocracoke, NC",NC,US,108,108,,,https://twitter.com/jcgreenfield/status/823321395904004096,,
"Ogden, UT",UT,US,300,300,,,http://www.sltrib.com/news/4847223-155/ogden-women-join-those-across-the,,
"Oklahoma City, OK",OK,US,"12,000","12,000",,,http://www.oudaily.com/news/women-s-march-on-oklahoma-draws-more-than-participants-to/article_80574326-e03c-11e6-b82e-fbc64b811c6c.html,,
"Old Saybrook, CT",CT,US,,,,,,,
"Olympia, WA",WA,US,"10,000","10,000",,,http://www.theolympian.com/news/local/article127924384.html,,
"Omaha, NE",NE,US,"12,000","14,000",,,http://www.omaha.com/news/politics/women-s-march-fills-omaha-streets-to-send-a-message/article_5de6469e-58ff-5e39-b4de-290a99e01a26.html,http://www.omaha.com/news/politics/women-s-march-fills-omaha-streets-to-send-a-message/article_5de6469e-58ff-5e39-b4de-290a99e01a26.html,
"Oneonta, NY",NY,US,500,500,,,http://www.allotsego.com/women-allies-march-across-otsego-county/,,
"Onley, VA",VA,US,50,50,,,http://www.ask4direct.com/InfoRead.asp?id=WESR&InfoID=1028534,,
"Ontario, CA",CA,US,200,200,,,http://www.pe.com/articles/san-823719-bernardino-participated.html,,
"Orange County, CA",CA,US,,,,,"See Santa Ana, CA",,
"Orlando, FL",FL,US,"3,000","3,000",,,http://www.orlandosentinel.com/news/os-lake-eola-womens-march-20170121-story.html,,
"Oxford, MS",MS,US,450,450,,,http://thedmonline.com/hundreds-gather-oxfords-womens-march/,,
"Pacifica, CA",CA,US,"1,200","1,200",,,FB,,
"Palm Desert, CA",CA,US,"1,000","1,000",,,FB,,
"Palm Springs, CA",CA,US,600,600,,,FB,,
"Palmdale, CA",CA,US,24,24,,,http://www.twcnews.com/ca/antelope-valley/news/2017/01/21/protesters-gather-in-antelope-valley-in-support-of-women-s-march-on-washington.html,,
"Palmer, AK",AK,US,377,377,,,https://www.facebook.com/events/819642308177150/,,
"Park City, UT",UT,US,"8,000","8,000",,,http://deadline.com/2017/01/sundance-womens-march-attendance-high-chelsea-handler-donald-trump-1201891609/,,
"Panama City, FL",FL,US,500,500,,,http://www.newsherald.com/news/20170121/hundreds-gather-protest-at-panama-city-womens-march,,
"Paoli, IN",IN,US,67,67,,,verified through user photo,,
"Pasadena, CA",CA,US,"1,700","1,700",,,FB,,
"Peoria, IL",IL,US,"1,500","2,000",,,http://www.centralillinoisproud.com/news/local-news/peoria-rally-in-support-of-womens-march-on-washington/643865167,FB,
"Pendelton, OR",OR,US,425,425,,,http://www.eastoregonian.com/eo/local-news/20170121/protestors-pack-pendleton-for-womens-march,,
"Pensacola, FL",FL,US,"2,000","2,000",,,http://www.pnj.com/story/news/local/pensacola/downtown/2017/01/21/hundreds-brave-rain-join-pensacola-march-women/96795864/,,
"Pence, WI",WI,US,1,1,,,FB,,
"Pequannock Township / Pompton Plains, NJ",NJ,US,800,"1,000",,,http://www.northjersey.com/story/news/2017/01/21/crowds-gathering-womens-march-protests/96778388/,http://www.dailyrecord.com/story/money/2017/01/21/womens-march-stops-traffic-pequannock/96770784/,
"Philadelphia, PA",PA,US,"50,000","50,000",,,http://www.philly.com/philly/blogs/real-time/Womens-Marches-in-Washington-DC-and-Philadelphia-Live-updates-Jan-21-2017.html,,
"Phoenix, AZ",AZ,US,"20,000","20,000",,,http://www.azcentral.com/story/news/local/phoenix/2017/01/21/phoenix-womens-march-sister-washington-capitol/96849890/,,
"Pierre, SD",SD,US,130,135,,,onsite eyewitness did a headcount via google form,,
"Pikeville, KY",KY,US,,100,,,https://twitter.com/sheila_isaac/status/823375791601963008,FB,
"Pinedale, WY",WY,US,100,100,,,FB,,
"Pittsburgh, PA",PA,US,"25,000","25,000",,,http://www.post-gazette.com/local/city/2017/01/21/Pittsburgh-groups-protest-against-Trump/stories/201701210111,,
"Pittsfield, MA",MA,US,"1,500",1500,,,http://theberkshireedge.com/sister-march-at-colonial-theatre-draws-throngs-from-across-the-berkshires/,,
"Plattsburg, NY",NY,US,182,182,,,https://twitter.com/elodiemet/status/823227264645132288,,
"Plymouth, WI",WI,US,200,200,,,http://www.sheboyganpress.com/videos/news/local/2017/01/21/hundreds-attend-million-person-unity-marches-sheboygan-county/96905712/,onsite eyewitness via google form,
"Pocatello, ID",ID,US,"1,200",1200,,,http://idahostatejournal.com/members/marchers-show-up-in-droves-for-women-s-march-on/article_fe93fb5e-f29b-5784-bda9-6f66cc342649.html,,
"Port Angeles, WA",WA,US,100,100,,,FB,,
"Port Jefferson, NY",NY,US,"2,000","2,000",,,http://www.newsday.com/long-island/women-s-values-rallies-in-huntington-port-jefferson-station-1.12993518,,
"Port Jervis, NY",NY,US,350,500,,,onsite eyewitness via google form,http://www.recordonline.com/news/20170121/port-jervis-churchs-sister-march-draws-crowd,
"Port Orford, OR",OR,US,280,300,,,onsite eyewitness via google form; did headcount,,
"Port Townsend, WA",WA,US,"1,000","1,000",,,FB,,
"Portland, ME",ME,US,"10,000","10,000",,,http://www.pressherald.com/2017/01/21/signs-sentiments-crowd-eastern-prom-for-womens-march/,,
"Portland, OR",OR,US,"70,000","100,000",,,https://twitter.com/scaackler/status/822995313703075840,http://www.oregonlive.com/portland/index.ssf/2017/01/portland_womens_march_donald_t.html,
"Portsmouth, NH",NH,US,"3,000",5000,,,"http://www.seacoastonline.com/news/20170121/portsmouth-womens-march-draws-thousands
",,
"Poughkeepsie, NY",NY,US,"4,000",5000,,,https://www.facebook.com/rivera.sun.3?fref=nf&pnref=story.unseen-section,http://www.poughkeepsiejournal.com/story/news/local/2017/01/21/womens-march-walkway-poughkeepsie-trump/96877094/,
"Prescott, AZ",AZ,US,"1,200","1,200",,,http://www.dcourier.com/photos/galleries/2017/jan/21/womens-march-in-prescott/,,
"Providence, RI",RI,US,"7,000","7,000",,,https://twitter.com/JohnMarionjr/status/822980976628404226,,
"Provincetown, MA",MA,US,300,300,,,http://capecodwave.com/provincetown-womens-march-going-speak/,,
"Raleigh, NC",NC,US,"17,000","20,000",,,http://www.wral.com/organizers-estimate-17-000-gather-in-raleigh-for-women-s-march/16456580/,organizers click count,
"Rapid City, SD",SD,US,1000,"2,000",,,https://twitter.com/ThatBrandyn/status/822891625676275712,FB,
"Reading, PA",PA,US,100,200,,,http://www.readingeagle.com/news/article/crowds-gather-in-city-park-in-reading-for-sister-march,http://www.readingeagle.com/news/article/crowds-gather-in-city-park-in-reading-for-sister-march,
"Red Bank, NJ",NJ,US,200,200,,,newjersey.news12.com/multimedia/hundreds-march-in-solidarity-in-red-bank-1.12994794,,
"Redding, CA",CA,US,300,300,,,http://www.redding.com/story/news/local/2017/01/21/live-tweets-womens-march-redding-city-hall/96882162/,,
"Redondo Beach, CA",CA,US,"1,800","1,800",,,http://www.easyreadernews.com/144169/redondo-beach-womens-march-draws-1800-participants/,,
"Redwood City, CA",CA,US,"2,500","2,500",,,https://twitter.com/AlexHorovitz/status/822997333151387649,,
"Reno, NV",NV,US,"10,000","10,000",,,http://www.rgj.com/story/news/2017/01/21/s-change-reno-womens-march-washington/96888834/,,
"Richland, WA",WA,US,1000,2500,,,http://www.tri-cityherald.com/news/local/article128022844.html,Twitter,
"Richmond, VA",VA,US,2000,2000,,,http://richmondfreepress.com/news/2017/jan/20/thousands-join-march-monument-message-equality-uni/,,
"Ridgecrest, CA",CA,US,180,200,,,onsite eyewitness; headcount at start with others joining along route,https://www.facebook.com/events/1205981132842221/?ti=as,
"Ridgeway, CO",CO,US,50,50,,,FB,,
"Riegelsville, PA",PA,US,170,170,,,Bucks County Courier Times,,
"Riverside, CA",CA,US,4000,4000,,,http://www.pasadenastarnews.com/general-news/20170121/thousands-of-women-others-rally-in-riverside-to-protest-trumps-policies,,
"Roanoke, VA",VA,US,3000,3000,,,http://www.wdbj7.com/content/news/Thousands-marched-for-women-in-Roanoke-411421475.html,,
"Rochester, MN",MN,US,600,1000,,,https://twitter.com/water_violin/status/822997922757349376,https://twitter.com/water_violin/status/822997922757349376,
"Rochester, NY",NY,US,1500,2000,,,http://www.democratandchronicle.com/story/news/2017/01/21/women-upset-trumps-presidency-hold-rallies-locally/96715496/,https://t.co/iyjFHSXHEq,
"Rockford, IL",IL,US,"1,000","1,000",,,http://www.rrstar.com/news/20170121/crowds-pack-downtown-rockford-for-womens-march-protest,,
"Roswell, NM",NM,US,2,2,,,"via email (JP)
",,
"St. Augustine, FL",FL,US,"1,000","2,000",,,http://www.firstcoastnews.com/news/womens-march-makes-its-way-to-the-first-coast/389706372,http://staugustine.com/news-local-news/2017-01-22/together-st-augustine-marches-strong,eyewitness onsite via google form
"St. George, UT",UT,US,"1,200","1,475",,,organizer head count,FB (source on site),
"St. John, VA",VA,US,,,,,,,
"St. Louis, MO",MO,US,"20,000","20,000",,,FB,,
"St. Mary's City, MD",MD,US,10,10,,,https://www.facebook.com/eric.heisler.79/posts/10210356063470308,onsite eyewitness via google form,
"St. Mary of the Woods, IN",IN,US,,,,,,,
"St. Paul/Minneapolis, MN",MN,US,"90,000","100,000",,,https://twitter.com/sppdPIO/status/822974502434930688,,
"St. Petersburg, FL",FL,US,"20,000","20,000",,,http://www.tampabay.com/news/politics/elections/womens-march-surpassed-20000-protesters-making-it-largest-in-st-petersburg/2310416,,
"Sacramento, CA",CA,US,"20,000","20,000",,,http://www.sacbee.com/news/local/article127914504.html,,
"Sag Harbor, NY",NY,US,250,250,,,http://easthamptonstar.com/News/7/East-Enders-Marched-Washington-NYC-and-Sag-Harbor,,
"Salem, OR",OR,US,"1,000","2,000",,,http://www.statesmanjournal.com/story/news/2017/01/21/womens-march-salem-unites-thousands-people/96850428/,,
"Salem, WI",WI,US,2,2,,,eyewitness onsite,,
"Salida, CO",CO,US,,,,,,,
"Salisbury, CT",CT,US,200,200,,,https://twitter.com/jahansell/status/823009339174780928,,
"Salt Lake City, UT",UT,US,,,,1000,http://www.sltrib.com/home/4843395-155/about-1000-utahns-rally-against-president,,
"San Antonio, TX",TX,US,"1,500","1,500",,,http://www.mysanantonio.com/news/local/article/Women-in-San-Antonio-take-to-the-streets-to-10873833.php,,
"San Bernardino, CA",CA,US,80,80,,,http://www.pe.com/articles/san-823719-bernardino-participated.html,http://www.sbsun.com/general-news/20170121/inland-empire-residents-rally-march-against-trump-administration,
"San Clemente, CA",CA,US,100,200,,,San Clemente Times,,
"San Diego, CA",CA,US,"30,000","40,000",,,http://www.kpbs.org/news/2017/jan/20/thousands-san-diegans-march-womens-rights/,http://www.kpbs.org/news/2017/jan/20/thousands-san-diegans-march-womens-rights/,
"San Francisco, CA",CA,US,"100,000","150,000",,,http://sanfrancisco.cbslocal.com/2017/01/21/huge-crowd-san-francisco-rally-womens-march/,http://www.sfexaminer.com/sf-womens-march-draws-thousands-despite-stormy-weather/,
"San Jose, CA",CA,US,"25,000","25,000",,,http://www.sfchronicle.com/bayarea/article/Crowds-gather-to-demonstrate-against-Trump-10873932.php,http://www.mercurynews.com/2017/01/21/womens-march-huge-bay-area-turnout-as-california-resistance-takes-hold/,
"San Juan, PR",PR,US,,,,,,,
"San Leandro, CA",CA,US,,,,,,,
"San Luis Obispo, CA",CA,US,"10,000","10,000",,,http://snewsi.com/id/17147530942/Thousands-march-despite-rain-Saturday-in-San-Luis-Obispo,,
"San Marcos, CA",CA,US,"3,000","10,000",,,http://www.sandiegouniontribune.com/communities/north-county/sd-no-san-marcos-march-20170119-story.html,http://escondidograpevine.com/2017/01/22/10000-join-san-marcos-womens-march/,
"San Rafael, CA",CA,US,500,500,,,FB,,
"Sanford, ME",ME,US,,,,,,,
"Sandpoint, ID",ID,US,800,1000,,,http://www.bonnercountydailybee.com/local_news/20170121/marching_together_north_idaho_style,,
"Sandy, OR",OR,US,,,,,,,
"Santa Ana, CA",CA,US,"20,000","25,000",,,http://www.ocregister.com/articles/march-741832-women-people.html,http://www.ocregister.com/articles/march-741832-women-people.html,
